"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","GeneName","AlsoPresentInClusters","CellTypeFlag","Summary","Reactom","GeneFamily"
"1012",1.18008948290513e-214,0.788047299141601,0.881,0.417,2.72317449075188e-210,"7","UBE2C","ubiquitin conjugating enzyme E2 C","10, 7","cdc, conventional dendritic cell","The modification of proteins with ubiquitin is an important cellular mechanism for targeting abnormal or short-lived proteins for degradation. Ubiquitination involves at least three classes of enzymes: ubiquitin-activating enzymes, ubiquitin-conjugating enzymes, and ubiquitin-protein ligases. This gene encodes a member of the E2 ubiquitin-conjugating enzyme family. The encoded protein is required for the destruction of mitotic cyclins and for cell cycle progression, and may be involved in cancer progression. Multiple transcript variants encoding different isoforms have been found for this gene. Pseudogenes of this gene have been defined on chromosomes 4, 14, 15, 18, and 19. [provided by RefSeq, Aug 2013]","Inactivation of APC/C via direct inhibition of the APC/C complex; APC/C:Cdc20 mediated degradation of Cyclin B; Autodegradation of Cdh1 by Cdh1:APC/C; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase; Regulation of APC/C activators between G1/S and early anaphase; APC/C:Cdc20 mediated degradation of mitotic proteins; Phosphorylation of the APC/C; APC-Cdc20 mediated degradation of Nek2A; Separation of Sister Chromatids; Senescence-Associated Secretory Phenotype (SASP); CDK-mediated phosphorylation and removal of Cdc6; Synthesis of active ubiquitin: roles of E1 and E2 enzymes; Antigen processing: Ubiquitination & Proteasome degradation","Ubiquitin conjugating enzymes E2"
"1013",1.98583862708743e-209,0.640909673094141,0.822,0.363,4.58252121586694e-205,"7","TMPO","thymopoietin","","","The protein encoded by this gene resides in the nucleus and may play a role in the assembly of the nuclear lamina, and thus help maintain the structural organization of the nuclear envelope. It may function as a receptor for the attachment of lamin filaments to the inner nuclear membrane. Mutations in this gene are associated with dilated cardiomyopathy. Alternatively spliced transcript variants encoding different isoforms have been noted for this gene. [provided by RefSeq, May 2010]","Clearance of Nuclear Envelope Membranes from Chromatin; Initiation of Nuclear Envelope Reformation; Depolymerisation of the Nuclear Lamina","LEM domain containing"
"1014",1.86793254308309e-201,0.726383540447136,0.999,0.739,4.31044113641853e-197,"7","S100A9","S100 calcium binding protein A9","0, 1, 15, 7","neutrophil granulocyte","The protein encoded by this gene is a member of the S100 family of proteins containing 2 EF-hand calcium-binding motifs. S100 proteins are localized in the cytoplasm and/or nucleus of a wide range of cells, and involved in the regulation of a number of cellular processes such as cell cycle progression and differentiation. S100 genes include at least 13 members which are located as a cluster on chromosome 1q21. This protein may function in the inhibition of casein kinase and altered expression of this protein is associated with the disease cystic fibrosis. This antimicrobial protein exhibits antifungal and antibacterial activity. [provided by RefSeq, Nov 2014]","Regulation of TLR by endogenous ligand; Neutrophil degranulation; Metal sequestration by antimicrobial proteins","S100 calcium binding proteins|EF-hand domain containing"
"1015",1.04755790616465e-191,1.23991065126357,0.936,0.632,2.41734462426554e-187,"7","HIST1H4C","histone cluster 1 H4 family member c","10, 3, 7","hematopoietic stem cell, megakaryocyte","Histones are basic nuclear proteins that are responsible for the nucleosome structure of the chromosomal fiber in eukaryotes. Two molecules of each of the four core histones (H2A, H2B, H3, and H4) form an octamer, around which approximately 146 bp of DNA is wrapped in repeating units, called nucleosomes. The linker histone, H1, interacts with linker DNA between nucleosomes and functions in the compaction of chromatin into higher order structures. This gene is intronless and encodes a replication-dependent histone that is a member of the histone H4 family. Transcripts from this gene lack polyA tails but instead contain a palindromic termination element. This gene is found in the large histone gene cluster on chromosome 6. [provided by RefSeq, Aug 2015]","Meiotic synapsis; Packaging Of Telomere Ends; Pre-NOTCH Transcription and Translation; Formation of the beta-catenin:TCF transactivating complex; Formation of the beta-catenin:TCF transactivating complex; PRC2 methylates histones and DNA; Condensation of Prophase Chromosomes; Oxidative Stress Induced Senescence; Senescence-Associated Secretory Phenotype (SASP); DNA Damage/Telomere Stress Induced Senescence; HDACs deacetylate histones; PKMTs methylate histone lysines; HDMs demethylate histones; HATs acetylate histones; HATs acetylate histones; RMTs methylate histone arginines; SIRT1 negatively regulates rRNA expression; ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression; NoRC negatively regulates rRNA expression; NoRC negatively regulates rRNA expression; SUMOylation of chromatin organization proteins; B-WICH complex positively regulates rRNA expression; DNA methylation; Transcriptional regulation by small RNAs; Activation of anterior HOX genes in hindbrain development during early embryogenesis; Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3; Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks; Nonhomologous End-Joining (NHEJ); Processing of DNA double-strand break ends; Deposition of new CENPA-containing nucleosomes at the centromere; G2/M DNA damage checkpoint; RNA Polymerase I Promoter Opening; RNA Polymerase I Chain Elongation; RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Estrogen-dependent gene expression; Meiotic recombination; Amyloid fiber formation","Histones"
"1016",2.32734500195001e-190,0.588653713232166,0.882,0.401,5.37058132649984e-186,"7","PYGL","glycogen phosphorylase L","","neutrophil granulocyte","This gene encodes a homodimeric protein that catalyses the cleavage of alpha-1,4-glucosidic bonds to release glucose-1-phosphate from liver glycogen stores. This protein switches from inactive phosphorylase B to active phosphorylase A by phosphorylation of serine residue 15. Activity of this enzyme is further regulated by multiple allosteric effectors and hormonal controls. Humans have three glycogen phosphorylase genes that encode distinct isozymes that are primarily expressed in liver, brain and muscle, respectively. The liver isozyme serves the glycemic demands of the body in general while the brain and muscle isozymes supply just those tissues. In glycogen storage disease type VI, also known as Hers disease, mutations in liver glycogen phosphorylase inhibit the conversion of glycogen to glucose and results in moderate hypoglycemia, mild ketosis, growth retardation and hepatomegaly. Alternative splicing results in multiple transcript variants encoding different isoforms.[provided by RefSeq, Feb 2011]","Neutrophil degranulation; Glycogen breakdown (glycogenolysis)","Glycogen phosphorylases"
"1017",4.77144659800103e-186,0.730378949027841,0.992,0.674,1.10105901695472e-181,"7","EGFL7","EGF like domain multiple 7","0, 1, 7","endothelial cells","This gene encodes a secreted endothelial cell protein that contains two epidermal growth factor-like domains. The encoded protein may play a role in regulating vasculogenesis. This protein may be involved in the growth and proliferation of tumor cells. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Feb 2012]","",""
"1018",5.01981224650696e-181,0.681902924026146,0.951,0.539,1.15837187400395e-176,"7","STAB1","stabilin 1","0, 1, 7","endothelial cells","This gene encodes a large, transmembrane receptor protein which may function in angiogenesis, lymphocyte homing, cell adhesion, or receptor scavenging. The protein contains 7 fasciclin, 16 epidermal growth factor (EGF)-like, and 2 laminin-type EGF-like domains as well as a C-type lectin-like hyaluronan-binding Link module. The protein is primarily expressed on sinusoidal endothelial cells of liver, spleen, and lymph node. The receptor has been shown to endocytose ligands such as low density lipoprotein, Gram-positive and Gram-negative bacteria, and advanced glycosylation end products. Supporting its possible role as a scavenger receptor, the protein rapidly cycles between the plasma membrane and early endosomes. [provided by RefSeq, Jul 2008]","Scavenging by Class H Receptors","Scavenger receptors"
"1019",3.03282434406061e-179,0.624913300807496,0.909,0.433,6.99854545635426e-175,"7","TREM2","triggering receptor expressed on myeloid cells 2","0, 7","lymphoid","This gene encodes a membrane protein that forms a receptor signaling complex with the TYRO protein tyrosine kinase binding protein. The encoded protein functions in immune response and may be involved in chronic inflammation by triggering the production of constitutive inflammatory cytokines. Defects in this gene are a cause of polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy (PLOSL). Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Nov 2012]","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell; DAP12 interactions; DAP12 signaling; DAP12 signaling; Other semaphorin interactions","V-set domain containing"
"1020",5.10782676718995e-179,0.66021679647753,0.932,0.485,1.17868210479675e-174,"7","KIAA0101","KIAA0101","10, 7, 9","","KIAA0101","KIAA0101","KIAA0101"
"1021",3.38208807373e-178,0.653535255010941,0.941,0.566,7.80450643893935e-174,"7","CKS1B","CDC28 protein kinase regulatory subunit 1B","10, 7","","CKS1B protein binds to the catalytic subunit of the cyclin dependent kinases and is essential for their biological function. The CKS1B mRNA is found to be expressed in different patterns through the cell cycle in HeLa cells, which reflects a specialized role for the encoded protein. At least two transcript variants have been identified for this gene, and it appears that only one of them encodes a protein. [provided by RefSeq, Sep 2008]","SCF(Skp2)-mediated degradation of p27/p21; Cyclin D associated events in G1",""
"1022",6.77974552653998e-174,0.655175691282317,0.996,0.758,1.56449407770437e-169,"7","VAMP8","vesicle associated membrane protein 8","12, 7","neutrophil granulocyte","This gene encodes an integral membrane protein that belongs to the synaptobrevin/vesicle-associated membrane protein subfamily of soluble N-ethylmaleimide-sensitive factor attachment protein receptors (SNAREs). The encoded protein is involved in the fusion of synaptic vesicles with the presynaptic membrane.[provided by RefSeq, Jun 2010]","ER-Phagosome pathway; Clathrin derived vesicle budding; Lysosome Vesicle Biogenesis; Golgi Associated Vesicle Biogenesis; Neutrophil degranulation; Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis","Vesicle associated membrane proteins"
"1023",8.95581086515254e-174,0.588896295704801,0.996,0.836,2.0666429152426e-169,"7","CALM3","calmodulin 3","","","This gene encodes a member of a family of proteins that binds calcium and functions as a enzymatic co-factor. Activity of this protein is important in the regulation of the cell cycle and cytokinesis. Multiple alternatively spliced transcript variants have been observed at this gene. [provided by RefSeq, Aug 2016]","","Endogenous ligands|EF-hand domain containing"
